,F1,F2
0,-0.14072223978109646,-1.1038390113627596
1,-0.3437328018905196,-0.938440589315247
2,1.8676813927598666,0.15574812683618228
3,1.3494576080518528,-1.1702288190843928
4,0.4730718167753745,-1.3431865899153603
5,2.6528938832368585,-1.0295071436194563
6,1.441233541750714,-0.2765488027566067
7,0.9997736747432461,-0.621222584796185
8,1.2189600478655032,-0.9220120164274215
9,1.123626044018822,-1.2958921715050542
10,1.0756641567059015,-1.358139747680246
11,1.4502758049524256,-0.0187774516772466
12,1.1683010375123555,1.0165418871791565
13,1.364669695917331,-1.3527956872817342
14,1.0310395172455398,-1.2176995388622045
15,0.3188516402931857,-0.8681246349679407
16,0.5387224773349458,-0.4480180340081285
17,2.0337621285248013,-0.0849408582879536
18,1.1811657792563155,-0.9089280814345597
19,0.9947592965337716,-0.9616307717304059
20,1.3062731307607562,-0.9767299075147863
21,0.5177776382248069,-1.402468328141015
22,1.0643336843908602,-0.8485990670618808
23,1.874081746667884,1.2200696390486312
24,1.3004343006894947,-1.3301749435093648
25,-0.06686032186264182,-1.2053969565950937
26,1.9052148736700876,-0.8795399897291691
27,0.7070539286557193,-0.5396557867740235
28,1.3902766494347694,-0.9589611355257699
29,1.292835513963837,-1.3127225348667384
30,1.3813702021306595,-1.2751271980711105
31,2.6549082372550794,0.36317243145149786
32,1.653293634130782,-0.02207489008304425
33,0.7291951425779628,-0.8684697926634609
34,0.7362145500266696,-0.865049306874726
35,0.9264323148008317,-1.151127453235995
36,0.3644057231831251,-0.8350569842392938
37,1.143885208283161,-1.0251427453622342
38,0.24017278819891844,-0.8694868271922792
39,1.072025226831066,-1.2353262515620245
40,-0.30818559893207753,-1.0555288229728716
41,-0.19689519196271466,-1.2748568558187312
42,2.2149455529060385,1.1838301579337653
43,1.7625509108491406,0.2990890263632004
44,-0.6694218696639752,-1.048907376255832
45,1.4043205266304646,-0.23707820012791392
46,0.946352701165542,-1.1271812220214963
47,0.8626786687956451,-1.4492626967314486
48,0.8177548776711465,-0.3592452590451822
49,1.4967041142364994,0.16616623314710066
50,0.6190189178639474,-0.4198495826667687
51,0.5798144150268819,-1.443566200622323
52,2.9952978689874064,1.3463468768539697
53,1.3709867973340892,-0.47549859326347
54,1.0688210049036182,-0.5792528693997939
55,1.1766826850908734,-1.0773008951510366
56,1.4210371423811023,-0.9476868059782674
57,0.4012813276883494,-1.2874041372844442
58,-1.1130971462309962,-1.2996337515869065
59,2.2680047278372784,-0.21228395427490562
60,1.3686237709781022,-0.7106189552384061
61,0.9404272495605069,-0.7383833241068785
62,0.22342203743139244,-0.9017641251301576
63,1.203964453490127,-1.0316823621400975
64,1.1454795814404983,-0.2362198232751082
65,2.133052898259287,3.1800492330560584
66,1.3037318534846676,-1.2171705208414605
68,-0.9129716224132166,-0.4266504339573254
69,-1.006269822415651,-0.035711710409194644
70,2.341516192180758,3.364042624697557
75,1.7057915706105644,1.1341345718712228
76,-0.9978790273995212,0.0955209050961419
77,-1.0287443644272547,2.561627422315751
79,-1.358774993895485,-0.44315274484721023
80,-0.9305900215363166,0.8182178931874009
81,-0.547369353115961,0.12084953151485525
82,-1.1731650700400078,0.6863519308108355
83,3.2103081572210317,6.359513845606806
84,1.5591968284641988,1.413073345004574
85,-0.7850715948520897,0.7999313632901589
86,1.9900944272780363,1.9674643984758327
87,0.16902172614681746,0.8761543011903584
88,1.529005266515323,3.726850559186772
89,-1.6446717522514251,1.9507586343314711
90,0.8926471935397468,1.2220741890310527
91,-0.9823911480325687,-0.57835346281152
93,-0.5940967317904365,1.2792860708313816
94,0.05801101297472538,1.1018152435482294
96,2.018906273217241,2.8026530067176227
97,1.61225589041526,3.025187400440233
98,-0.34682359538915797,0.8919259376069498
99,-0.7765869708358807,0.8707002809134883
100,0.7754872775964385,0.42035762117033626
101,-0.1488544482591528,-0.0517596852534981
102,-0.8938506067667803,-0.5474695856134706
103,1.0254275473715215,0.8412274724279437
104,-0.9962657528991002,0.005757787429022501
105,0.4039340029084466,0.6982464895327929
106,1.0341753129988738,1.2891397539961895
107,-0.6060862989014559,0.3382331612914482
108,-0.7231115463527632,0.2977144092748008
109,-0.7542635764322028,3.4843110333720912
110,-0.47359705140549335,0.0710869882925707
111,-2.028474086603289,7.508775244012551
112,1.047801773155681,-0.4303314713355952
113,1.2899036541384734,1.2067657223499137
114,0.5118227141734011,-0.2300959435653186
115,-0.8605436322310688,-0.9255282199241811
116,0.36022567957531515,-0.7601565847158199
117,1.067257982354372,0.8240989732206493
118,0.9347735174982575,-0.6846000180036578
119,0.6634426778864968,-0.6938327448644012
120,1.6838488797398286,1.8596980185059613
121,0.1868562350949097,0.7134034431735737
122,1.409943698281237,0.03365305857066076
123,0.745447329077609,0.22669696781981188
124,0.6266868488675663,-0.025766087322583654
125,0.9207110983220956,0.5032973023835993
126,0.8333951545538876,-0.017242246295533503
127,0.3704141743911552,-0.7225377301265347
128,0.4698714891574305,-0.4811099255160341
129,1.4381538637898221,0.12340360143611799
130,1.4971542012885322,-0.1485680415497317
131,1.0148880815857138,0.20687570028441205
132,2.0284324355425287,1.1066076121654196
133,0.754950021011458,0.5344716427809604
134,-0.250519485105815,-0.5979828323654456
135,1.3440093931239192,-0.6506503546043523
136,1.51868778864437,-0.5962751235733476
137,0.6100365725338626,0.0456123751317466
138,0.3921821279442819,-0.5312489884311442
139,0.884102555400002,-0.5302188730319761
140,1.1013560356228556,-0.43629234383883625
141,0.8277543514599066,-0.33901131777229504
142,0.8747616385119463,-0.4635229168867941
143,0.44186882817949896,-0.37044521098304956
144,0.8764034432264636,1.1355731483652742
145,1.1825931449326645,0.7884307066905434
146,1.3114926495129255,1.153923561957458
147,1.1748035875024139,0.08366943189195745
148,1.6842000699828719,0.6951423473234297
149,1.2590936463097564,-0.32980046220058284
150,2.7148664558504696,0.48669987909479834
151,1.2632368026402754,0.40534440019715406
152,0.5461277869545785,0.11339095471990975
153,1.0084193997349893,0.015954425711330364
154,0.035106624397899557,-0.7532531956818411
155,1.1278601633900116,-1.1822379351108157
156,0.9565955863445886,-0.12415102453463839
157,0.8543710299569729,0.13272756683235082
158,1.3867440747801731,1.0489579285028003
159,2.1786242641419733,0.3306210150329379
160,1.2245637486795753,0.7714264750568194
161,1.2249039945458942,0.10192800958371759
162,0.9359513139491914,-0.5278134694471237
163,1.3398155795359659,-0.10494386572882142
164,0.6632402900304571,-0.15332716676992322
165,2.7141090929495024,2.059712770727463
166,0.8575179568974144,-0.0071967110859557665
167,1.7039080720662683,-0.5765105916053448
168,1.0932551839604097,-0.22629281320274816
169,0.15976552980834943,0.06504409024494491
170,0.5280524256772796,-0.6695990499783357
171,0.14823597299912672,-0.005736699259452086
172,1.2137591973697275,-0.5087617837729527
173,2.3140018456199583,0.8419591941147531
174,-0.3955202856835047,-0.7300997860379363
175,1.5420396145171296,-0.8424684327039079
176,1.5569764908808912,0.4117524920377001
177,0.4247050944622199,-0.562019211191516
178,1.0749645342924925,-0.021730635800414067
179,1.502104344433491,0.0621471489787418
180,1.4764866341634537,0.1898273873837238
181,0.7160868756382914,0.759488003902682
182,1.245833395965569,0.21704481630759478
183,-0.3876279317506761,-1.0321100346936514
184,0.6568776967762032,-0.360159346563238
185,1.6527901207327316,-0.332666362210053
186,1.0862659274645656,-0.15899999890325994
187,-2.1605570938821232,0.2726078839836268
188,0.5423716730666415,1.5996946899823674
189,-1.431153228557704,0.949034087353672
190,-0.9782027963387987,1.004618700316225
191,-0.9976493291699947,0.3069297391101286
192,-2.498969673891996,6.825736099193758
193,-2.1847668823683692,0.44729862605115134
194,-0.43044033330665316,1.4117487852164898
195,-1.9756050901678677,0.17074157030717263
196,-1.2110414636969702,2.7096722344734996
197,-0.7659043381804472,1.5951919788175966
198,-0.7574869122742275,0.6103508221304977
199,-2.446186278586427,9.545725993069201
200,-1.3634807505572397,0.4128980310761836
201,-0.7761114381120954,2.943655453060952
202,-1.3290001863052672,3.1013772785047853
203,0.028965051107904347,1.1933524050506632
204,-0.5812447867434343,0.8079116061542797
