county_fips,iv1_medicaid_expansion_active,iv2_physical_environment_score,iv3_health_behaviors_score,iv4_social_economic_factors_score,iv41_high_school_completion,iv42_some_college,iv43_unemployment,iv44_children_in_poverty,iv45_income_inequality,iv46_children_single_parent,iv47_social_associations,iv48_injury_deaths,iv31_adult_smoking,iv32_adult_obesity,iv33_food_environment_index,iv34_physical_inactivity,iv35_access_exercise_ops,iv36_excessive_drinking,iv37_alcohol_driving_deaths,iv38_sti,iv39_teen_births,iv21_air_pollution_pm,iv22_drinking_water_violations,iv23_severe_housing_problems,iv24_driving_alone_work,iv25_long_commute_driving_alone,mo1_genai_capabilities_score,mo2_robotics_capabilities_score,mo11_ai_automate_routine_tasks,mo12_ai_optimize_workflows,mo13_ai_predict_patient_demand,mo14_ai_predict_staffing_needs,mo15_ai_staff_scheduling,mo21_robotics_in_hospital,dv1_clinical_care_score,dv2_health_outcomes_score,dv3_operational_efficiency_margin,dv11_uninsured,dv12_physicians_ratio,dv13_dentists_ratio,dv14_mental_health_providers_ratio,dv15_preventable_stays_rate,dv16_mammography_screening,dv17_flu_vaccinations,dv21_premature_death_ypll_rate,dv22_poor_fair_health,dv23_poor_physical_health_days,dv24_poor_mental_health_days,dv25_low_birthweight,ct1_population,ct2_census_division,log_population,div_2,div_3,div_4,div_5,div_6,div_7,div_8,div_9
01001,0,2.7445070803165437,48.49579097956419,10.134138997178525,0.9040260910987854,0.6414750218391418,0.022695882245898247,0.15700000524520874,4.6376752853393555,0.22702506184577942,12.691429138183594,68.03347778320312,0.16899999976158142,0.3889999985694885,6.699999809265137,0.29100000858306885,0.5449196696281433,0.15237821638584137,0.290909081697464,577.0,20.90888023376465,10.0,0.0,0.15375696122646332,0.8542784452438354,0.42899999022483826,1.0,3.0,0.0,100.0,0.0,0.0,0.0,0.0,1626.850847181976,4704.972510676086,-0.134,0.10018560290336609,2272.884521484375,3319.9443359375,2716.318115234375,3915.0,4.0,37.0,9407.9482421875,0.17299999296665192,3.9102649688720703,5.703204154968262,0.09871335327625275,58761,5,10.981233648522853,0,0,0,1,0,0,0,0
01003,0,2.3754497095942497,27.742231903374197,11.176548715084792,0.9159930944442749,0.6568042039871216,0.0235004723072052,0.16099999845027924,4.482449054718018,0.19051286578178406,9.653396606445312,77.50798797607422,0.15000000596046448,0.3720000088214874,7.5,0.2759999930858612,0.6312934756278992,0.16422563791275024,0.3614457845687866,317.6000061035156,20.20223617553711,7.599999904632568,1.0,0.12427865713834763,0.8134700059890747,0.3790000081062317,0.0,3.25,0.0,0.0,0.0,0.0,0.0,46.7032967032967,1101.774030142203,4491.7295072183015,0.092,0.10997066646814346,1595.2933349609375,2124.439697265625,906.0110473632812,2799.0,44.0,42.0,8981.5751953125,0.15199999511241913,3.730942964553833,5.373666286468506,0.08124318718910217,233420,5,12.360594684966344,0,0,0,1,0,0,0,0
01005,0,2.5809551417827605,61.90532405585051,12.181614794842899,0.7649222016334534,0.40454474091529846,0.04065040871500969,0.37700000405311584,5.576797008514404,0.5066044926643372,8.412113189697266,85.21585083007812,0.25,0.4339999854564667,6.0,0.4020000100135803,0.5485469698905945,0.1227719783782959,0.3142857253551483,729.0,36.61853790283203,9.399999618530273,0.0,0.15075106918811798,0.8205251097679138,0.367000013589859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.3856027758122,6570.57993965447,-0.186,0.1267763376235962,2496.39990234375,3088.25,3529.428466796875,3040.0,42.0,35.0,13138.8486328125,0.27300000190734863,5.023488521575928,6.014294147491455,0.12272490561008453,24877,5,10.121698960804775,0,0,0,1,0,0,0,0
01007,0,2.704285216331482,56.320113735496996,14.091700394097716,0.7886342406272888,0.38993510603904724,0.025097409263253212,0.2549999952316284,5.669236660003662,0.3071337044239044,8.897984504699707,99.9330825805664,0.2199999988079071,0.3959999978542328,7.599999904632568,0.36000001430511475,0.4339030086994171,0.14785821735858917,0.1538461595773697,662.9000244140625,31.9229793548584,9.800000190734863,0.0,0.12258952856063843,0.8798363208770752,0.5379999876022339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1715.9411805332452,6338.796680144966,-0.042,0.11379928141832352,1498.4666748046875,4401.0,2000.45458984375,4651.0,36.0,28.0,12675.4345703125,0.2199999988079071,4.552794933319092,5.824583530426025,0.09828571230173111,22251,5,10.010142230404668,0,0,0,1,0,0,0,0
01009,0,2.6517051860690115,28.205747699290516,13.662033479325473,0.8175514936447144,0.5197596549987793,0.022251512855291367,0.15800000727176666,4.6119465827941895,0.22969476878643036,7.621822357177734,97.72917175292969,0.19599999487400055,0.37700000405311584,7.699999809265137,0.30399999022483826,0.41355228424072266,0.14946115016937256,0.130952388048172,318.3999938964844,25.123231887817383,9.600000381469727,0.0,0.10657864063978195,0.8489468097686768,0.6060000061988831,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1855.5595841261745,5771.772485810518,-0.14,0.12819978594779968,4920.08349609375,5951.2001953125,3719.5,2499.0,35.0,36.0,11541.4951171875,0.1860000044107437,4.246335029602051,5.66485071182251,0.07604321092367172,59077,5,10.986596956750757,0,0,0,1,0,0,0,0
01011,0,2.566864103078842,69.4183374607563,15.097103426977991,0.7337898015975952,0.3272864818572998,0.028107158839702606,0.38999998569488525,7.145819664001465,0.6304647922515869,5.813953399658203,108.17401885986328,0.25699999928474426,0.48899999260902405,4.199999809265137,0.4359999895095825,0.42348170280456543,0.11528829485177994,0.26923078298568726,823.5999755859375,37.43016815185547,9.300000190734863,0.0,0.09620991349220276,0.8861103653907776,0.45399999618530273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1861.4005366143583,6920.1232166439295,0.534,0.12214645743370056,5160.0,5101.0,5101.0,2268.0,51.0,28.0,13837.8994140625,0.3070000112056732,5.152512073516846,5.973145008087158,0.15121951699256897,10328,5,9.242613932526478,0,0,0,1,0,0,0,0
01013,0,2.755374236404896,90.7751214748621,15.382441556043922,0.8759233951568604,0.391718327999115,0.03418900445103645,0.33000001311302185,4.8787336349487305,0.3927727937698364,9.00232982635498,109.9228515625,0.210999995470047,0.41999998688697815,7.199999809265137,0.36500000953674316,0.4272216558456421,0.12821131944656372,0.28333333134651184,1090.9000244140625,34.834991455078125,9.100000381469727,1.0,0.11503759771585464,0.8608331084251404,0.35199999809265137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615.8852981811017,6360.4370132118465,-0.215,0.11903452128171921,3776.800048828125,2664.28564453125,1165.625,3396.0,39.0,29.0,12718.6328125,0.23399999737739563,4.627377033233643,6.08088493347168,0.13190382719039917,18981,5,9.851193757814993,0,0,0,1,0,0,0,0
01015,0,2.647679840028286,46.28925124019384,13.98100580483675,0.8507177233695984,0.545473575592041,0.03032076358795166,0.2619999945163727,4.875970840454102,0.3271915912628174,13.623978614807129,97.01932525634766,0.20800000429153442,0.3889999985694885,5.900000095367432,0.3409999907016754,0.6669386029243469,0.13539905846118927,0.10476190596818924,545.0,25.979877471923828,9.699999809265137,0.0,0.10567646473646164,0.8522229790687561,0.3109999895095825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.1416938370467,6599.688341864943,,0.13217085599899292,1705.4705810546875,1543.8399658203125,632.7213134765625,3491.0,33.0,34.0,13197.2578125,0.20800000429153442,4.499556541442871,5.696610927581787,0.09509433805942535,116162,5,11.662741047541255,0,0,0,1,0,0,0,0
01017,0,2.6844584107398988,54.80534483924508,13.903971623182297,0.8345745801925659,0.5183391571044922,0.025732755661010742,0.3059999942779541,4.737707138061523,0.25327205657958984,17.660171508789062,94.64962005615234,0.2029999941587448,0.4390000104904175,7.199999809265137,0.3499999940395355,0.637524425983429,0.12812842428684235,0.25,645.5999755859375,30.473134994506836,9.800000190734863,0.0,0.16126656532287598,0.8555252552032471,0.3109999895095825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1836.1694382984936,6068.821319240332,,0.12626881897449493,2467.21435546875,4869.71435546875,8522.0,3163.0,3.0,41.0,12135.4814453125,0.2199999988079071,4.504783630371094,5.812211513519287,0.13448534905910492,34612,5,10.451955721726629,0,0,0,1,0,0,0,0
01019,0,2.606810323894024,25.144480350613595,14.53060090970248,0.8192517161369324,0.5343626737594604,0.023426812142133713,0.22699999809265137,4.520771503448486,0.2929163873195648,9.201472282409668,103.57488250732422,0.22200000286102295,0.3779999911785126,7.199999809265137,0.328000009059906,0.3820832073688507,0.14357289671897888,0.1111111119389534,276.0,29.602039337158203,9.5,0.0,0.0742962583899498,0.8537553548812866,0.4620000123977661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1795.9162773364783,6207.46786082685,,0.12984079122543335,2272.363525390625,6325.5,1807.2857666015625,4153.0,35.0,43.0,12412.728515625,0.20600000023841858,4.463063716888428,6.228824615478516,0.06907090544700623,25069,5,10.129387302044055,0,0,0,1,0,0,0,0
