rural_q,count,mean,std
"(0.069, 0.45]",810,-0.14707543399673287,0.39260325854439604
"(0.45, 0.5]",812,-0.168419387034238,0.3672955230177078
"(0.5, 0.54]",740,-0.09064065985363576,0.256671023092774
"(0.54, 0.87]",771,-0.06505573995337853,0.16589344211429574
