rural_q,count,mean,std
"(0.069, 0.45]",810,-0.34507213257313474,0.4182659305792209
"(0.45, 0.5]",812,-0.2532234821269113,0.31433629371694116
"(0.5, 0.54]",740,-0.160860580724639,0.22221581451956246
"(0.54, 0.87]",771,-0.10316553788509689,0.1551931659127374
