rural_q,count,mean,std
"(0.069, 0.45]",810,-0.3004706710798212,0.45390180495824906
"(0.45, 0.5]",812,-0.2639681721701259,0.33911856944751445
"(0.5, 0.54]",740,-0.1533264481378655,0.24049769316718733
"(0.54, 0.87]",771,-0.09751977159967716,0.17675260650341848
