county_fips,y_observed,p_hat,residual,surprise_quantile,population,census_division
46119,0,0.017755617580677896,-0.017755617580677896,0.05167464114832536,1318.0,6
36041,0,0.3179410585057735,-0.3179410585057735,0.6169059011164274,5090.0,2
48045,0,0.015545789041083419,-0.015545789041083419,0.04433811802232855,1290.0,7
17155,0,0.05461345947318306,-0.05461345947318306,0.17448165869218502,5628.0,4
38011,0,0.13705593842921862,-0.13705593842921862,0.3751196172248804,2975.0,6
10001,0,0.6248468358406136,-0.6248468358406136,0.8628389154704944,182400.0,3
10003,1,0.9095222922228159,0.09047770777718411,0.2733652312599681,570567.0,3
10005,0,0.6816527777424316,-0.6816527777424316,0.8982456140350877,240668.0,3
11001,1,0.8896072739999585,0.11039272600004146,0.3212121212121212,670587.0,3
12005,0,0.613563128269521,-0.613563128269521,0.8558213716108453,181055.0,3
12001,0,0.8158824940718429,-0.8158824940718429,0.9617224880382775,279729.0,3
12003,0,0.1288236476111248,-0.1288236476111248,0.35853269537480065,27969.0,3
12007,0,0.10042392724084472,-0.10042392724084472,0.2992025518341308,27816.0,3
12009,0,0.8178081288011136,-0.8178081288011136,0.9626794258373206,610723.0,3
12011,1,0.978544671959028,0.021455328040972055,0.0660287081339713,1940907.0,3
12013,0,0.049007293401469317,-0.049007293401469317,0.15279106858054226,13753.0,3
12015,0,0.6726608045387205,-0.6726608045387205,0.8937799043062201,189900.0,3
12017,0,0.32850187564835337,-0.32850187564835337,0.6267942583732058,155173.0,3
30059,0,0.054330435319174315,-0.054330435319174315,0.17320574162679425,1948.0,8
12019,0,0.5212573703028424,-0.5212573703028424,0.7920255183413079,219650.0,3
12021,1,0.7614739260079869,0.2385260739920131,0.5298245614035088,380221.0,3
12023,0,0.22563282995929537,-0.22563282995929537,0.5125996810207336,69832.0,3
12027,0,0.19087358859772124,-0.19087358859772124,0.46124401913875596,34258.0,3
12029,0,0.050436832465759134,-0.050436832465759134,0.15853269537480064,16737.0,3
12031,1,0.9295662584438975,0.07043374155610249,0.21754385964912282,995708.0,3
38013,0,0.06662547283317022,-0.06662547283317022,0.20669856459330144,2184.0,6
12033,0,0.6749913789914653,-0.6749913789914653,0.8944178628389154,321296.0,3
12035,1,0.4778170091542511,0.5221829908457489,0.7926634768740032,117515.0,3
12037,0,0.3065929257202109,-0.3065929257202109,0.6044657097288676,12276.0,3
12039,0,0.08296451172467612,-0.08296451172467612,0.2523125996810207,43746.0,3
12041,0,0.0847600923723773,-0.0847600923723773,0.25709728867623605,18070.0,3
