county_fips,ai_intensity_sum,lisa_pvalue,moran_i,cluster_code,cluster_type
28007,0.0,0.001,0.06961036934581397,3,LH
19169,2.0,0.205,0.049810438392581306,0,Not Significant
20011,0.0,0.338,0.010672831683467651,0,Not Significant
51049,0.0,0.331,0.06961036934581397,0,Not Significant
45085,0.0,0.331,0.06961036934581397,0,Not Significant
54109,0.0,0.331,0.06961036934581397,0,Not Significant
06029,8.0,0.001,4.98628376855815,1,HH
48097,0.0,0.379,0.01303033318996151,0,Not Significant
45075,0.0,0.001,0.06961036934581397,3,LH
55119,0.0,0.331,0.06961036934581397,0,Not Significant
27099,0.0,0.221,0.06961036934581397,0,Not Significant
27101,0.0,0.331,0.06961036934581397,0,Not Significant
44007,0.0,0.472,0.03424784674840618,0,Not Significant
29161,0.0,0.464,0.04603535428087544,0,Not Significant
28117,0.0,0.331,0.06961036934581397,0,Not Significant
21235,1.0,0.464,-0.0007371674378310141,0,Not Significant
18149,0.0,0.001,0.06961036934581397,3,LH
48491,0.0,0.467,0.02246033921593692,0,Not Significant
19131,0.0,0.331,0.06961036934581397,0,Not Significant
13107,0.0,0.001,0.069610369345814,3,LH
