rural_q,count,mean,std
"(0.069, 0.45]",810,-0.34536125831555364,0.4200863613817504
"(0.45, 0.5]",812,-0.25083836574417206,0.3136518879067466
"(0.5, 0.54]",740,-0.15904938583371764,0.22067957767472232
"(0.54, 0.87]",771,-0.10272369724318821,0.1536239465071261
