rural_q,count,mean,std
"(0.069, 0.45]",810,-0.355571756452861,0.42157361044611685
"(0.45, 0.5]",812,-0.26170211079172406,0.29793873349525735
"(0.5, 0.54]",740,-0.1568731720866697,0.2118362550799153
"(0.54, 0.87]",771,-0.09858303895994627,0.15602501238021124
