rural_q,count,mean,std
"(0.069, 0.45]",810,-0.3780049867164413,0.41766047421273944
"(0.45, 0.5]",812,-0.2767463446515835,0.29260127213026554
"(0.5, 0.54]",740,-0.16108494496797973,0.22188660145011946
"(0.54, 0.87]",771,-0.09960596950405472,0.1582034809189985
