rural_q,count,mean,std
"(0.069, 0.45]",810,-0.3045062026634326,0.4535789005579819
"(0.45, 0.5]",812,-0.26464817986157835,0.33738663557601933
"(0.5, 0.54]",740,-0.1503112478190519,0.2391963252916961
"(0.54, 0.87]",771,-0.09350077386810822,0.17455895018628495
