county_fips,y_observed,p_hat,residual,surprise_quantile,population,census_division
46119,0,0.02347642257576993,-0.02347642257576993,0.1569377990430622,1318.0,6
36041,0,0.027761421232101686,-0.027761421232101686,0.18373205741626794,5090.0,2
48045,0,0.015131224815262148,-0.015131224815262148,0.10239234449760766,1290.0,7
17155,0,0.0215987485673482,-0.0215987485673482,0.1441786283891547,5628.0,4
38011,0,0.10670783867079198,-0.10670783867079198,0.44593301435406696,2975.0,6
10001,1,0.8633311214959657,0.1366688785040343,0.5023923444976076,182400.0,3
10003,1,0.9925881523499739,0.0074118476500261155,0.04912280701754386,570567.0,3
10005,1,0.8717556411615616,0.12824435883843843,0.4864433811802233,240668.0,3
11001,1,0.9975354477779106,0.002464552222089411,0.024880382775119617,670587.0,3
12005,1,0.8505557510049477,0.14944424899505226,0.5250398724082934,181055.0,3
12001,1,0.9957523873719764,0.004247612628023645,0.0328548644338118,279729.0,3
12003,0,0.18670760237602613,-0.18670760237602613,0.5741626794258373,27969.0,3
12007,0,0.122176339085873,-0.122176339085873,0.47527910685805425,27816.0,3
12009,1,0.9907955247911194,0.00920447520888057,0.06060606060606061,610723.0,3
12011,1,0.9999778286366969,2.217136330306957e-05,0.004146730462519936,1940907.0,3
12013,0,0.05664642150898077,-0.05664642150898077,0.3084529505582137,13753.0,3
12015,0,0.7931873885310154,-0.7931873885310154,0.9578947368421052,189900.0,3
12017,0,0.5666693190362542,-0.5666693190362542,0.876555023923445,155173.0,3
30059,0,0.0351927794050566,-0.0351927794050566,0.22009569377990432,1948.0,8
12019,1,0.7508251688963623,0.2491748311036377,0.6532695374800638,219650.0,3
12021,1,0.9782703460686786,0.021729653931321424,0.14513556618819776,380221.0,3
12023,0,0.5960101820033532,-0.5960101820033532,0.8896331738437001,69832.0,3
12027,0,0.11906767643698135,-0.11906767643698135,0.46858054226475276,34258.0,3
12029,0,0.011502435610372275,-0.011502435610372275,0.07464114832535886,16737.0,3
12031,1,0.9997061890969972,0.0002938109030028446,0.010845295055821371,995708.0,3
38013,0,0.051228778413080996,-0.051228778413080996,0.2886762360446571,2184.0,6
12033,1,0.9772422222769653,0.022757777723034667,0.15247208931419456,321296.0,3
12035,1,0.5542085601505272,0.4457914398494728,0.8073365231259968,117515.0,3
12037,0,0.04316395822030184,-0.04316395822030184,0.2558213716108453,12276.0,3
12039,0,0.18189950277438857,-0.18189950277438857,0.569377990430622,43746.0,3
12041,0,0.08961997019582411,-0.08961997019582411,0.4047846889952153,18070.0,3
12043,0,0.012917604497172767,-0.012917604497172767,0.08644338118022328,12179.0,3
12045,0,0.1449738474929543,-0.1449738474929543,0.5180223285486444,15002.0,3
12047,0,0.006184827437120868,-0.006184827437120868,0.0405103668261563,13492.0,3
12049,0,0.05898330957915191,-0.05898330957915191,0.3151515151515151,25528.0,3
12051,0,0.2578352712281008,-0.2578352712281008,0.6602870813397129,39902.0,3
16029,1,0.11715254437011864,0.8828474556298813,0.9799043062200957,7058.0,8
